impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,location_for_map,Memo
K17-096634,A519934,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A519934,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Teeter,Cat,2 YEARS,Spayed Female,Domestic Shorthair,Black / White,02/03/2017 12:00:00 AM,Received on,20600 SE 291ST PL,KENT,WA,98042,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A519934,Image Copyright HLP Inc. 2017,"20600 SE 291ST PL
KENT, WA 98042
","Received on: 2017-02-03<p></p> Found Near: 20600 SE 291ST PL, KENT WA 98042<p></p> Description: Black / White Spayed Female Domestic Shorthair Cat<p></p> Age: 2 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-097003,A521202,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A521202,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Oliver,Cat,11 YEARS,Neutered Male,Domestic Shorthair,Org Tabby,02/25/2017 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A521202,Image Copyright HLP Inc. 2017,,"Received on: 2017-02-25<p></p> Description: Org Tabby<p></p>  Neutered Male Domestic Shorthair Cat<p></p> Age: 11 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi!  My name is Oliver and I am available for adoption at the RASKC Pet Adoption Center in Kent/<p></p><p></p>I was brought in by my previous owner on 02/25/2017 because they were moving.  I lived in a home with other cats.  My previous owner described me as outgoing and affectionate. <p></p><p></p>My personality color is BLUE.  I am a gentle and loving cat who likes to take things slow.  I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up.  Once I get to know you, I will be a very devoted friend!<p></p><p></p>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p></p><p></p>My caregivers have noticed that I seem to do well with other cats.  When meeting cats in a new home, I would do best with a slow introduction.<p></p><p></p><p></p> Adoption Fee: $30.00<p></p>"
K17-096607,A519732,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,,,Dead Cat,NO AGE,Male,Domestic Shorthair,Brn Tabby,02/01/2017 12:00:00 AM,Received on,4700 S 172ND ST,SEATAC,WA,98188,SEATAC,,,,Image Copyright HLP Inc. 2017,"4700 S 172ND ST
SEATAC, WA 98188
","Received on: 2017-02-01<p></p> Found Near: 4700 S 172ND ST, SEATAC WA 98188<p></p> Description: Brn Tabby Male Domestic Shorthair Cat<p></p> Age: NO AGE<p></p>"
K17-096894,A520710,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A520710,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,2 YEARS,Neutered Male,Domestic Shorthair,Gray / White,02/18/2017 12:00:00 AM,Received on,11200 SE 223RD ST,KENT,WA,98031,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A520710,Image Copyright HLP Inc. 2017,"11200 SE 223RD ST
KENT, WA 98031
","Received on: 2017-02-18<p></p> Found Near: 11200 SE 223RD ST, KENT WA 98031<p></p> Description: Gray / White Neutered Male Domestic Shorthair Cat<p></p> Age: 2 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K16-089865,A496205,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Missy,Cat,10 YEARS,Spayed Female,Domestic Mediumhair,White,05/31/2016 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,COVINGTON,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A496205,Image Copyright HLP Inc. 2017,"21615 64TH AVE S
KENT, WA 98032
(47.407788, -122.255197)",Received on: 2016-05-31<p></p> Description: White Spayed Female Domestic Mediumhair Cat<p></p> Age: 10 YEARS<p></p> Current Location: In RASKC Foster Home <p></p><p></p>Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p></p>
K17-096829,A520579,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1674850,LOST,Max,Cat,,Male,Maine Coon,Unknown,02/10/2017 12:00:00 AM,Date Lost,SE 206TH STREET & MAXWELL ROAD SE,MAPLE VALLEY,WA,98038,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1674850,Image Copyright HLP Inc. 2017,"SE 206TH STREET &amp; MAXWELL ROAD SE
MAPLE VALLEY, WA 98038
",
K17-096780,A520443,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,,,Dead Cat,NO AGE,Neutered Male,Domestic Shorthair,Gray / Blue,02/13/2017 12:00:00 AM,Received on,12500 JUANITA DR NE,KIRKLAND,WA,98034,KIRKLAND,47.713478,-122.237282,,Image Copyright HLP Inc. 2017,"12500 JUANITA DR NE
KIRKLAND, WA 98034
(47.713478, -122.237282)","Received on: 2017-02-13<p></p> Found Near: 12500 JUANITA DR NE, KIRKLAND WA 98034<p></p> Description: Gray / Blue Neutered Male Domestic Shorthair Cat<p></p> Age: NO AGE<p></p>"
K15-081328,A467465,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Petal,Cat,11 YEARS,Spayed Female,Domestic Longhair,Black / White,06/19/2015 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,MAPLE VALLEY,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A467465,Image Copyright HLP Inc. 2017,"21615 64TH AVE S
KENT, WA 98032
(47.407788, -122.255197)",Received on: 2015-06-19<p></p> Description: Black / White Spayed Female Domestic Longhair Cat<p></p> Age: 11 YEARS<p></p> Current Location: In RASKC Foster Home <p></p><p></p>Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p></p>
K17-096923,A520742,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1677100,LOST,Patches,Cat,,Female,Domestic Longhair,Unknown,02/19/2017 12:00:00 AM,Date Lost,S 336TH STREET & 20TH AVENUE S,FEDERAL WAY,WA,98003,FEDERAL WAY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1677100,Image Copyright HLP Inc. 2017,"S 336TH STREET &amp; 20TH AVENUE S
FEDERAL WAY, WA 98003
",
K17-096691,A520169,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,,,Dead Cat,1 YEAR,Unaltered,Domestic Shorthair,Gray Tabby / White,02/08/2017 12:00:00 AM,Received on,11200 SE 248TH ST,KENT,WA,98030,KENT,,,,Image Copyright HLP Inc. 2017,"11200 SE 248TH ST
KENT, WA 98030
","Received on: 2017-02-08<p></p> Found Near: 11200 SE 248TH ST, KENT WA 98030<p></p> Description: Gray Tabby / White Unaltered Domestic Shorthair Cat<p></p> Age: 1 YEAR<p></p>"
K17-097030,A521324,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A521324,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,1 YEAR,Unaltered,Domestic Shorthair,Black / White,02/27/2017 12:00:00 AM,Received on,3900 S 238TH ST,KENT,WA,98032,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A521324,Image Copyright HLP Inc. 2017,"3900 S 238TH ST
KENT, WA 98032
","Received on: 2017-02-27<p></p> Found Near: 3900 S 238TH ST, KENT WA 98032<p></p> Description: Black / White Unaltered Domestic Shorthair Cat<p></p> Age: 1 YEAR<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-096913,A520730,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A520730,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,2 YEARS,Female,Domestic Shorthair,Black / White,02/19/2017 12:00:00 AM,Received on,25200 PACIFIC HWY S,KENT,WA,98032,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A520730,Image Copyright HLP Inc. 2017,"25200 PACIFIC HWY S
KENT, WA 98032
","Received on: 2017-02-19<p></p> Found Near: 25200 PACIFIC HWY S, KENT WA 98032<p></p> Description: Black / White Female Domestic Shorthair Cat<p></p> Age: 2 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-096639,A519940,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A519940,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,6 MONTHS,Male,Domestic Shorthair,White / Black,02/03/2017 12:00:00 AM,Received on,20600 SE 291ST PL,KENT,WA,98042,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A519940,Image Copyright HLP Inc. 2017,"20600 SE 291ST PL
KENT, WA 98042
","Received on: 2017-02-03<p></p> Found Near: 20600 SE 291ST PL, KENT WA 98042<p></p> Description: White / Black Male Domestic Shorthair Cat<p></p> Age: 6 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K16-095725,A516964,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A516964,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Angelica,Cat,12 YEARS,Spayed Female,Domestic Shorthair,Tortie,12/13/2016 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A516964,Image Copyright HLP Inc. 2017,,"Received on: 2016-12-13<p></p> Description: Tortie<p></p>  Spayed Female Domestic Shorthair Cat<p></p> Age: 12 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi, my name is Angelica and I'm at the Kent Pet Adoption Center waiting for a new home.  You can also find me by my ID #A516964. I'm only 12 years old! While some may be dissauded by my age, I feel it has only given me more time to become the most perfect cat!<p></p><p></p>I was brought in by my previous owner in the middle of December 2016 because they were moving and could not take me along. Staff and volunteers at the shelter have fallen in love with me. I love to spend time with my people and it is hard to miss my loud purr! I can be a little shy at first but warm up quickly! Some tortoiseshell cats can have some &quot;tortitude&quot; - cat attitude. While I am a very sweet girl, I can get overstimulated sometimes, so please keep an eye out for signs that I might need a break!<p></p><p></p>I have been around other cats while at the shelter, but at my age I would prefer to be the only pet in my new home. My caregivers are recommending a calm household for me with respectful children due to my age and quiet demeanor.<p></p><p></p>I'd love to meet you! Come meet me today at the Kent Pet Adoption Center, or call (206) 296-3936 to learn more about me!<p></p> Adoption Fee: $30.00<p></p>"
K17-096925,A520744,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1677314,LOST,Patches,Cat,,Female,Domestic Longhair,Unknown,02/19/2017 12:00:00 AM,Date Lost,S 336TH STREET & 20TH AVENUE S,FEDERAL WAY,WA,98003,FEDERAL WAY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1677314,Image Copyright HLP Inc. 2017,"S 336TH STREET &amp; 20TH AVENUE S
FEDERAL WAY, WA 98003
",
K17-096863,A520680,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A520680,"Reber Ranch 28606 132ND AVE SE KENT, WA 98042",Roxy,Cat,6 YEARS,Spayed Female,Domestic Shorthair,Tortie / Brn Tabby,02/16/2017 12:00:00 AM,Received on,28606 132ND AVE SE,KENT,WA,98042,KENT,47.344857,-122.164359,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A520680,Image Copyright HLP Inc. 2017,"28606 132ND AVE SE
KENT, WA 98042
(47.344857, -122.164359)","Received on: 2017-02-16<p></p> Description: Tortie / Brn Tabby<p></p>  Spayed Female Domestic Shorthair Cat<p></p> Age: 6 YEARS<p></p> Current Location: Reber Ranch 28606 132ND AVE SE KENT, WA 98042<p></p><p></p> Adoption Fee: $30.00<p></p>"
K17-096823,A520572,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,,Cat,7 WEEKS,Female,Domestic Shorthair,Black,02/14/2017 12:00:00 AM,Received on,31600 44TH AVE S,AUBURN,WA,98001,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A520572,Image Copyright HLP Inc. 2017,"31600 44TH AVE S
AUBURN, WA 98001
","Received on: 2017-02-14<p></p> Found Near: 31600 44TH AVE S, AUBURN WA 98001<p></p> Description: Black Female Domestic Shorthair Cat<p></p> Age: 7 WEEKS<p></p> Current Location: In RASKC Foster Home <p></p>"
K17-096612,A519747,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1669229,LOST,Kiya,Dog,,Female,Pomeranian,Unknown,02/01/2017 12:00:00 AM,Date Lost,10TH AVENUE S & S 312TH ST,FEDERAL WAY,WA,98003,FEDERAL WAY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1669229,Image Copyright HLP Inc. 2017,"10TH AVENUE S &amp; S 312TH ST
FEDERAL WAY, WA 98003
",
K17-096965,A521031,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,,,Dead Bird,NO AGE,Male,Duck,Brown,02/23/2017 12:00:00 AM,Received on,14000 SE 202ND ST,KENT,WA,98042,KING COUNTY,47.421308,-122.154532,,Image Copyright HLP Inc. 2017,"14000 SE 202ND ST
KENT, WA 98042
(47.421308, -122.154532)","Received on: 2017-02-23<p></p> Found Near: 14000 SE 202ND ST, KENT WA 98042<p></p> Description: Brown Male Duck Bird<p></p> Age: NO AGE<p></p>"
K17-096594,A519688,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,,,Dead Cat,1 YEAR 7 MONTHS,Male,Domestic Mediumhair,Brn Tabby,01/31/2017 12:00:00 AM,Received on,28600 132ND AVE SE,KENT,WA,98042,KENT,47.345258,-122.165432,,Image Copyright HLP Inc. 2017,"28600 132ND AVE SE
KENT, WA 98042
(47.345258, -122.165432)","Received on: 2017-01-31<p></p> Found Near: 28600 132ND AVE SE, KENT WA 98042<p></p> Description: Brn Tabby Male Domestic Mediumhair Cat<p></p> Age: 1 YEAR 7 MONTHS<p></p>"
K17-096819,A470418,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A470418,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Otis,Dog,1 YEAR 10 MONTHS,Neutered Male,Terrier,Gray,02/14/2017 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A470418,Image Copyright HLP Inc. 2017,"12040 NE 85TH ST
KIRKLAND, WA 98033
(47.680519, -122.179195)","Received on: 2017-02-14<p></p> Description: Gray<p></p>  Neutered Male Terrier Dog<p></p> Age: 1 YEAR 10 MONTHS<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p>Hi! My name is Otis and I am available for adoption at the Eastside Pet Adoption Center inside the Kirkland Petco. I am about one and a half years old and have a cute, scruffy gray terrier coat. You can also find me by my ID #A470418.<p></p><p></p>I was brought into the shelter by my previous adopter on February 14, 2017 because I was not the best fit for their household. I need a dog savvy and experience owner that understands how scary the world can be for a little guy like me and can slowly gain my trust. I would also do best in an adult only home and with another social dog or multiple dogs in my home that will show me the ropes and who I can follow around and mimic.<p></p><p></p>I am very easily spooked and frightened in new situations and with new people. I love treats though and I am slowly improving as shelter staff and volunteers work with me. I will need a family who is willing to go at my pace and be very patient. On the other end, I need an owner that will encourage me to push my boundaries and safely become more confident.<p></p><p></p>It will still take me time to continue to gain more confidence, but I seem to enjoy being around people and I have lots of potential! I am a very sweet boy when I warm up to you and I love playing when comfortable! <p></p><p></p>I still need a lot of work getting used to walking on leash. I still sometimes dart away from people, so I should not be allowed to roam a yard off-leash but access to a fully secure, fenced yard will help me become more and more comfortable on leash at my own pace.<p></p><p></p>Once I am comfortable in the home, I have displayed some separation anxiety related behaviors. I am looking for a family familiar with working with a dog with separation anxiety. Having another dog in the home may also help reduce my anxiety when my people are not around.<p></p><p></p>If you would like more information about me, please call (425) 406-8081 or come to the Eastside Pet Adoption Center inside the Kirkland Petco to meet me!<p></p> Adoption Fee: $200.00<p></p>"
K17-096998,A520188,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A520188,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Jerry,Dog,10 YEARS,Neutered Male,Basset Hound,Tricolor,02/25/2017 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A520188,Image Copyright HLP Inc. 2017,,"Received on: 2017-02-25<p></p> Description: Tricolor<p></p>  Neutered Male Basset Hound Dog<p></p> Age: 10 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi!  My name is Jerry and I am available for adoption at the RASKC Pet Adoption Center in Kent.<p></p><p></p>I was brought in by my previous owner on 2/8/17 because they could no longer taake care of him. I lived in a home with other cats, dogs, and children.  My previous owner described me as gentle, affectionate, and outgoing.<p></p><p></p>My personality color is GREEN.  I am an adaptable dog who loves to go with the flow!  I am outgoing and carefree, and I just can't wait to find my forever home!<p></p><p></p>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p></p><p></p>My caregivers have noticed that I seem to do well with other dogs as long as they are not pushy.  When meeting dogs in a new home, I would do best with a slow introduction.<p></p><p></p><p></p><p></p><p></p> Adoption Fee: $150.00<p></p>"
K17-097032,A520126,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A520126,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Ozzy,Cat,3 YEARS,Neutered Male,Domestic Mediumhair,Org Tabby,02/24/2017 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A520126,Image Copyright HLP Inc. 2017,,"Received on: 2017-02-24<p></p> Description: Org Tabby<p></p>  Neutered Male Domestic Mediumhair Cat<p></p> Age: 3 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi!  My name is Ozzy and I am available for adoption at the RASKC Pet Adoption Center in Kent.<p></p><p></p>I am a very sweet and gentle guy and I am looking for a forever home where I will receive a lot of affection. I am shy and nervous and I'm slow to adjust to new environments, so please give me some time to warm up to your family. I prefer a calm household because I get anxious with loud noises.<p></p><p></p>My personality color is BLUE.  I am a gentle and loving cat who likes to take things slow.  I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up.  Once I get to know you, I will be a very devoted friend!<p></p><p></p> Adoption Fee: $30.00<p></p>"
K16-096052,A517742,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A517742,Cat & Kaboodle,Carbon,Cat,3 YEARS,Neutered Male,Domestic Shorthair,Gray,12/31/2016 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A517742,Image Copyright HLP Inc. 2017,,Received on: 2016-12-31<p></p> Description: Gray<p></p>  Neutered Male Domestic Shorthair Cat<p></p> Age: 3 YEARS<p></p> Current Location: Cat &amp; Kaboodle<p></p><p></p> Adoption Fee: $30.00<p></p>
K16-093746,A507893,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A507893,Meowtropolitan,Queen Latifa,Cat,3 YEARS,Spayed Female,Domestic Shorthair,Brn Tabby,09/25/2016 12:00:00 AM,Received on,10000 18TH AVE SW,SEATTLE,WA,98146,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A507893,Image Copyright HLP Inc. 2017,"10000 18TH AVE SW
SEATTLE, WA 98146
","Received on: 2016-09-25<p></p> Found Near: 10000 18TH AVE SW, SEATTLE WA 98146<p></p> Description: Brn Tabby Spayed Female Domestic Shorthair Cat<p></p> Age: 3 YEARS<p></p> Current Location: Meowtropolitan<p></p>"
K14-072684,A435579,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Lilly,Cat,10 YEARS,Spayed Female,Domestic Shorthair,Blue / White,04/26/2014 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,NEWCASTLE,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A435579,Image Copyright HLP Inc. 2017,"21615 64TH AVE S
KENT, WA 98032
(47.407788, -122.255197)","Received on: 2014-04-26<p></p> Description: Blue / White Spayed Female Domestic Shorthair Cat<p></p> Age: 10 YEARS<p></p> Current Location: In RASKC Foster Home <p></p>This cat has been temperment tested and staff has made the following recommmendations:<p></p><p></p><p></p>I need a quiet, calm home.<p></p><p></p><p></p><p></p>Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p></p>"
K17-096881,A520701,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1676184,LOST,Jersey,Cat,,Male,American Shorthair,Unknown,02/12/2017 12:00:00 AM,Date Lost,MARINE HILLS,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1676184,Image Copyright HLP Inc. 2017,"MARINE HILLS
",
K17-096924,A520743,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1677304,In Public Home,,Dog,,Male,Labrador Retriever,White / White,02/20/2017 12:00:00 AM,Date Found,17800 43RD AVE S,SEATAC,WA,98188,SEATAC,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1677304,Image Copyright HLP Inc. 2017,"17800 43RD AVE S
SEATAC, WA 98188
",
K17-096947,A520768,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1677739,LOST,Sam,Cat,,Male,Siamese,Unknown,02/14/2017 12:00:00 AM,Date Lost,13700 SE 272ND ST,KENT,WA,98042,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1677739,Image Copyright HLP Inc. 2017,"13700 SE 272ND ST
KENT, WA 98042
",
K17-096987,A521185,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1678972,LOST,Ellie,Dog,,Female,Labrador Retriever,Unknown,02/23/2017 12:00:00 AM,Date Lost,900 137TH AVE NE,BELLEVUE,WA,98005,BELLEVUE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1678972,Image Copyright HLP Inc. 2017,"900 137TH AVE NE
BELLEVUE, WA 98005
",
K17-096961,A520963,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1678138,LOST,,Dog,,Male,Pomeranian,Unknown,02/18/2017 12:00:00 AM,Date Lost,16500 203RD PL NE,WOODINVILLE,WA,98077,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1678138,Image Copyright HLP Inc. 2017,"16500 203RD PL NE
WOODINVILLE, WA 98077
",
K17-096774,A520355,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1673843,In Public Home,,Dog,,Male,Cairn Terrier,White / Unknown,02/11/2017 12:00:00 AM,Date Found,SE 260TH ST. AND 189TH AVE. SE,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1673843,Image Copyright HLP Inc. 2017,"SE 260TH ST. AND 189TH AVE. SE
",
K17-096755,A520328,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1673118,LOST,Lola,Dog,,Female,English Bulldog,Unknown,02/10/2017 12:00:00 AM,Date Lost,1800 M ST NE,AUBURN,WA,98002,AUBURN,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1673118,Image Copyright HLP Inc. 2017,"1800 M ST NE
AUBURN, WA 98002
",
K17-096835,A520610,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1675127,LOST,Mindy,Cat,,Female,Domestic Longhair,Unknown,02/14/2017 12:00:00 AM,Date Lost,21400 124TH AVE SE,KENT,WA,98031,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1675127,Image Copyright HLP Inc. 2017,"21400 124TH AVE SE
KENT, WA 98031
",
K17-096603,A519707,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1668934,LOST,Sophie,Cat,,Female,Siamese,Unknown,01/27/2017 12:00:00 AM,Date Lost,22600 111TH CT SE,KENT,WA,98031,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1668934,Image Copyright HLP Inc. 2017,"22600 111TH CT SE
KENT, WA 98031
",
K17-096990,A521190,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1678984,LOST,Widget,Cat,,Male,Domestic Mediumhair,Unknown,02/22/2017 12:00:00 AM,Date Lost,NE 75TH STREET AND RAVENNA AVE NE,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1678984,Image Copyright HLP Inc. 2017,"NE 75TH STREET AND RAVENNA AVE NE
",
